YSK4,ZKB3,CDC4,OVU3,GIB11,SAC4,URA11,OYC11,QJB3,UKK11,VYE4,EVH4,YTH11,URF3,ILC4,ZDN4,BIG11,MCA4,RRZ4,KEQ11,RZC4,HLD11,FUP4,JLI4,DJI3,BCM4,EZN11,HAC3,KQQ3,PFZ4,FCW3,XDA3,TFJ4,NFW3,JYH3,FMT3,LPL3,BSH4,ZUG11,CWF3,VJH4,GVV3,FJE11,QQC11,XMU4,CGD4,UDS3,LPI4,KWQ3,FAF4
929.38,587.83,705.43,539.7,343.3,462.19,886.16,2645.92,1510.86,3184.66,1760.16,12876.02,317.87,180.43,1077.15,403.32,798.55,461.75,409.3,205.87,2578.22,160.56,523.48,452.54,753.77,625.33,290.92,34226.81,306.8,1702.91,333.88,599.92,140.37,344.13,9102.72,41942.26,997.52,359.84,2045.83,6223.57,389.54,181.99,7572.29,1564.71,360.86,652.87,247.39,910.41,436.81,738.28
927.92,596.77,713.8,538.35,342.64,462.32,894.26,2651.2,1458.86,3160.97,1789.24,13052.08,319.8,178.09,1073.16,402.29,801.8,458.56,407.37,201.5,2570.03,163.47,528.77,445.98,747.7,629.41,296.61,34445.39,306.92,1688.49,334.35,601.37,141.87,347.75,9091.43,41774.45,1012.47,367.1,2059.26,6303.41,392.79,185.33,7563.46,1566.54,362.95,651.19,247.78,902.74,437.6,720.87
933.08,588.31,706.83,543.24,338.31,461.56,909.56,2654.2,1453.64,3185.51,1810.38,13267.18,321.09,179.65,1054.98,405.14,806.76,459.08,412.8,202.04,2586.39,163.95,527.24,447.5,754.26,632.82,293.7,35236.43,305.96,1683.9,337.43,602.02,141.63,346.22,9176.99,41815.49,1006.58,366.89,2042.99,6390.51,390.37,187.5,7492.94,1567.34,358.65,654.09,249.8,931.26,441.07,717.28
926.67,588.85,709.35,544.57,338.26,463.06,912.98,2665.22,1465.5,3141.06,1839.32,13165.68,318.3,182.71,1059.21,404.78,805.52,458.51,411.43,205.95,2571.67,164.42,523.66,451.84,748.33,632.95,294.24,35171.08,303.69,1682.28,338.23,595.66,142.42,346.47,9015.76,41795.48,1023.93,361.05,2037.29,6328.47,390.04,186.63,7456.97,1551.06,360.65,657.32,247.47,935.48,441.0,706.45
924.7,580.17,712.63,542.26,337.24,465.62,934.93,2644.88,1474.22,3104.55,1829.08,13197.57,314.96,183.17,1048.9,400.49,796.77,467.59,412.27,204.21,2558.09,164.54,520.36,446.0,744.22,638.46,296.46,35330.77,305.08,1703.07,333.6,601.76,142.39,344.69,8986.63,41910.44,1025.55,363.12,2058.65,6368.97,387.5,185.93,7472.07,1547.33,362.28,657.77,247.67,932.69,440.3,710.15
932.7,586.92,700.34,541.25,331.48,458.32,936.48,2679.16,1467.62,3102.62,1813.38,13196.19,315.47,188.23,1053.23,396.84,797.17,474.01,416.85,202.03,2568.76,163.47,517.52,450.41,749.82,640.37,294.37,35558.28,310.68,1711.61,335.01,605.82,143.59,347.78,9094.13,40811.66,1007.34,371.98,2042.32,6231.32,393.77,186.94,7336.54,1524.03,356.97,655.19,250.28,935.21,441.96,710.45
914.19,585.01,704.9,539.74,332.75,450.53,937.91,2674.15,1483.59,3121.01,1821.17,13245.46,318.41,188.31,1066.97,392.23,809.32,469.84,417.04,201.82,2575.42,165.72,519.05,443.94,748.14,641.66,297.91,35394.47,308.04,1736.33,335.46,582.96,143.02,351.63,9132.25,40022.51,1013.11,369.69,2031.05,6189.73,394.36,184.38,7226.21,1508.28,357.79,654.53,252.9,936.14,439.38,704.9
912.06,592.03,697.98,544.88,331.61,453.22,947.6,2642.93,1483.66,3102.7,1784.8,13026.83,315.19,186.58,1077.83,392.73,806.54,478.07,421.45,197.91,2570.02,162.54,519.94,438.19,747.6,646.6,298.41,35466.3,308.96,1728.3,332.68,588.53,141.76,357.29,9218.36,40181.98,1044.85,369.06,2031.24,6257.58,393.53,184.44,7324.05,1512.97,353.93,651.23,253.26,937.39,437.34,712.93
903.8,594.12,711.69,545.07,326.2,450.9,965.1,2606.18,1489.11,3110.58,1780.2,13016.83,315.47,189.3,1068.69,389.76,806.78,473.88,419.71,196.99,2582.91,163.31,531.11,446.74,747.44,647.61,294.78,35823.37,305.58,1719.21,338.55,586.49,142.88,361.28,9380.67,39813.15,1040.06,374.6,2043.46,6257.5,395.91,185.16,7352.26,1511.03,356.47,646.02,249.66,921.67,431.47,713.22
917.0,590.2,698.35,547.18,323.76,448.97,971.61,2625.8,1520.48,3092.71,1764.98,13082.48,313.69,191.7,1068.7,391.74,800.34,470.68,419.7,197.85,2582.97,161.35,529.09,449.28,758.12,653.8,296.1,35649.38,304.85,1696.5,339.17,583.77,143.54,363.76,9449.34,39743.01,1042.84,374.08,2030.88,6241.08,395.42,188.5,7400.87,1498.91,356.37,644.85,255.04,916.63,426.55,712.21
903.91,593.74,696.34,546.97,328.74,456.77,986.21,2641.36,1516.59,3059.5,1795.07,13156.7,312.26,191.45,1079.76,391.48,791.78,475.33,419.82,196.79,2587.63,159.91,528.7,440.35,768.69,670.7,293.92,35786.97,306.6,1692.66,340.72,591.51,144.15,359.61,9387.7,39875.46,1039.89,375.0,2024.68,6133.92,390.82,188.27,7408.2,1527.13,355.11,643.53,253.28,905.34,423.13,728.28
898.7,589.7,696.9,548.32,335.1,455.38,994.54,2645.99,1537.93,3011.02,1800.6,13190.82,312.68,190.34,1090.0,391.49,788.36,478.12,417.53,191.88,2583.61,161.15,527.64,441.3,759.31,678.17,294.11,35379.92,310.81,1696.45,344.82,594.3,143.45,356.43,9349.77,39569.16,1050.85,374.64,2080.39,6103.31,398.77,187.85,7400.96,1529.91,358.56,649.74,251.21,900.7,419.5,714.31
886.38,587.54,700.54,544.05,338.97,455.12,984.4,2635.66,1557.66,3049.99,1804.46,13226.1,309.09,188.93,1090.97,392.07,787.61,479.48,410.09,193.22,2556.14,159.85,529.56,445.98,754.93,669.49,297.04,35598.55,306.08,1727.25,346.03,600.0,144.07,354.33,9434.91,39888.0,1053.64,376.62,2070.4,6173.48,392.18,190.54,7470.23,1523.06,354.94,660.93,250.68,897.22,416.69,717.62
892.92,581.57,685.94,548.55,337.7,453.75,975.51,2617.66,1557.4,3050.0,1819.93,13186.0,307.17,190.69,1096.4,389.75,798.8,476.63,404.26,194.77,2528.16,159.32,530.95,450.71,767.84,659.96,298.43,35027.0,311.62,1724.65,345.93,598.62,144.28,357.96,9362.44,39801.66,1045.69,381.37,2091.42,6159.31,388.02,188.36,7505.59,1519.47,359.72,661.85,246.11,915.74,409.87,719.41
886.19,575.53,688.47,536.09,341.24,451.07,975.04,2632.79,1558.81,3022.74,1794.17,13294.15,310.62,190.8,1086.22,388.49,810.58,478.85,405.43,192.27,2575.92,158.95,532.39,447.74,765.96,666.76,294.05,35643.32,315.91,1729.13,346.04,591.68,144.84,357.96,9348.51,40349.26,1062.95,387.41,2081.4,6160.12,383.09,190.93,7516.51,1528.96,360.03,660.45,241.49,904.1,415.42,708.0
895.8,571.26,679.92,537.86,342.45,453.16,976.56,2605.72,1539.92,3030.71,1803.59,13174.79,309.24,194.57,1084.48,392.28,796.82,471.34,407.41,192.51,2543.83,157.72,535.01,442.16,767.5,656.3,295.2,35252.17,313.94,1755.29,342.79,586.87,146.81,356.82,9414.68,41301.55,1076.0,388.82,2088.89,6139.29,383.26,192.58,7511.34,1543.64,363.46,658.63,240.38,895.13,414.78,709.2
900.94,561.36,679.79,539.16,343.15,463.1,964.27,2587.97,1547.98,3059.12,1827.97,13100.41,313.31,191.36,1069.0,392.71,800.94,466.79,402.86,195.36,2547.17,158.95,534.36,444.3,767.34,651.08,296.46,35298.99,312.32,1764.76,342.09,598.64,147.6,363.88,9462.14,40876.68,1083.31,386.79,2091.47,6078.06,385.0,192.22,7486.93,1578.65,363.04,657.2,240.0,890.78,409.99,703.51
902.69,564.97,680.81,549.88,346.7,459.77,970.78,2605.41,1557.13,3090.0,1819.67,13053.32,313.87,191.48,1065.28,388.21,802.12,472.36,411.27,193.05,2567.38,157.77,534.85,439.34,777.34,662.64,293.61,35168.63,306.35,1769.4,345.31,608.54,147.66,359.13,9405.32,40500.36,1079.46,389.56,2099.06,6131.71,392.42,197.41,7462.15,1595.11,361.03,657.33,237.06,884.47,420.78,705.13
906.66,577.28,679.92,549.44,347.79,457.4,974.15,2608.89,1556.0,3146.53,1830.51,13257.62,314.28,190.91,1057.8,388.05,802.54,467.68,414.42,190.85,2534.01,157.11,538.68,446.81,790.66,666.63,294.3,35429.98,302.7,1773.09,343.79,609.54,148.29,354.5,9448.09,40378.74,1083.03,385.31,2113.47,6202.1,391.63,194.4,7421.53,1583.92,358.95,654.15,241.14,884.5,419.67,711.11
897.32,574.67,679.03,549.23,342.26,455.35,971.92,2589.0,1555.18,3179.87,1836.46,13368.1,316.26,193.1,1055.79,384.29,798.54,472.71,416.25,189.0,2511.66,155.45,539.84,442.91,796.11,655.88,295.42,35602.47,301.82,1778.98,337.97,597.09,148.24,353.84,9558.85,40535.66,1074.29,388.89,2113.75,6172.28,390.06,195.28,7433.44,1556.17,357.23,660.44,240.6,901.09,419.4,715.61
884.06,566.26,676.27,550.92,342.92,460.88,958.83,2598.4,1565.52,3167.6,1846.69,13393.3,315.62,189.26,1063.19,387.15,810.52,473.45,414.54,189.57,2529.07,152.47,538.32,442.82,805.28,659.25,297.21,35469.03,305.15,1787.12,340.49,601.32,146.28,354.36,9671.44,40313.44,1086.02,395.58,2093.44,6085.52,391.22,194.24,7433.02,1572.55,350.69,666.95,241.23,900.52,412.01,714.76
890.33,567.23,678.47,553.62,341.44,465.52,956.56,2569.82,1568.3,3217.64,1842.83,13436.8,314.79,188.55,1050.75,386.65,806.32,472.13,423.83,190.63,2548.43,152.75,533.8,445.02,801.06,655.24,299.74,35542.32,307.85,1775.44,344.36,601.73,146.34,350.52,9664.68,40887.73,1083.8,398.73,2094.07,6140.18,392.6,195.71,7397.43,1573.2,342.12,663.88,241.61,886.02,412.6,713.33
903.33,560.15,679.59,551.38,343.63,469.92,965.88,2592.81,1534.39,3237.61,1854.24,13565.65,318.11,188.8,1070.24,388.87,814.27,469.46,421.87,191.06,2523.84,155.45,530.52,445.17,811.94,662.97,303.93,35854.1,315.37,1786.6,341.49,602.83,147.38,350.19,9666.22,40920.51,1070.53,397.45,2071.72,6168.7,392.91,194.05,7440.72,1545.41,338.55,668.32,241.53,892.3,415.15,710.49
900.68,559.31,675.61,558.18,336.75,472.32,969.78,2543.16,1508.32,3236.38,1865.43,13307.34,319.03,191.19,1067.87,391.54,816.34,473.84,418.03,189.2,2509.77,155.08,528.09,444.96,810.51,667.52,300.82,35586.05,313.83,1798.53,340.65,604.06,147.37,350.48,9654.38,41251.99,1075.07,396.4,2085.31,6159.62,394.89,192.87,7348.48,1560.96,337.31,658.79,242.53,875.56,415.81,718.85
889.0,559.1,674.0,557.9,339.6,469.22,959.55,2574.9,1525.22,3297.27,1839.55,13168.18,321.8,192.19,1054.99,392.36,818.3,463.05,420.62,187.51,2514.96,155.82,522.18,449.51,802.42,661.12,300.29,35502.47,314.65,1795.9,338.21,606.33,147.2,352.76,9568.56,40876.32,1078.21,397.68,2075.46,6153.88,400.54,191.0,7326.5,1556.12,339.26,649.1,241.18,878.97,413.36,711.82
904.0,555.96,669.25,560.52,336.47,469.59,954.51,2579.24,1541.07,3276.0,1852.21,13281.4,317.07,190.31,1043.07,397.18,820.19,461.62,422.54,186.66,2517.82,157.2,523.05,452.08,813.52,648.79,299.98,35757.58,316.5,1783.39,338.91,604.57,148.77,350.65,9563.94,41164.44,1081.65,401.29,2039.72,6120.73,393.12,189.73,7293.48,1572.24,336.69,644.82,241.95,887.58,418.61,714.33
888.2,562.55,659.51,558.78,336.62,476.17,962.19,2582.26,1549.91,3294.96,1856.12,13258.29,316.32,191.34,1041.77,399.95,817.85,458.94,427.25,186.5,2518.04,155.12,519.41,450.66,817.09,653.61,300.72,35484.59,315.73,1758.95,337.02,598.25,148.76,354.98,9633.88,41233.5,1066.1,398.82,2050.48,6115.88,404.42,189.03,7327.17,1572.44,335.73,652.05,244.15,880.08,422.58,705.05
891.98,566.19,656.0,563.3,338.19,481.42,949.92,2560.62,1542.2,3272.88,1868.09,13246.97,319.88,193.6,1042.29,396.46,794.95,466.45,425.76,187.69,2496.3,155.71,520.56,448.7,835.49,656.68,300.09,35889.71,313.21,1746.68,338.05,605.14,148.15,355.18,9545.65,41597.2,1063.96,402.87,2087.2,6104.32,405.83,190.19,7242.75,1564.02,336.56,659.32,243.07,883.83,425.05,703.89
886.19,564.19,655.9,563.01,337.15,474.74,958.07,2574.01,1556.49,3263.0,1896.42,12992.08,315.47,196.08,1037.84,394.37,793.35,477.83,430.49,190.35,2498.44,155.27,518.51,446.64,827.88,664.75,299.54,36166.19,312.13,1738.56,339.52,610.54,148.42,357.27,9568.73,41455.81,1076.27,398.41,2051.19,6140.4,409.16,188.13,7273.03,1555.11,337.21,653.44,245.69,884.48,425.07,715.71
904.08,566.15,648.07,559.66,335.94,473.69,959.58,2545.74,1562.38,3223.98,1897.05,12983.77,317.25,197.3,1033.91,392.4,788.03,483.99,432.48,191.18,2483.16,157.82,525.74,449.68,830.71,664.63,302.13,37264.41,310.9,1750.29,339.51,610.2,149.64,357.48,9615.88,41287.01,1070.1,401.77,2014.76,6157.83,401.22,186.94,7390.02,1539.34,332.98,657.63,243.76,879.33,423.05,713.39
907.51,570.0,642.46,557.99,334.13,479.96,950.91,2536.99,1584.84,3246.91,1908.81,12958.16,321.05,197.63,1027.44,396.23,809.03,483.48,436.23,190.29,2474.07,156.76,530.33,449.18,824.53,664.21,305.21,37001.31,315.33,1741.78,339.62,607.77,147.84,353.78,9707.93,40834.3,1063.73,404.28,2045.53,6227.0,399.95,185.55,7400.21,1516.26,340.43,653.01,244.34,874.36,426.85,723.57
889.71,572.04,657.22,551.71,333.64,481.06,958.75,2480.27,1590.09,3209.18,1914.42,12866.56,323.52,199.2,1043.34,396.01,806.76,481.84,442.15,189.11,2446.71,157.86,527.2,447.68,836.17,673.48,308.38,37766.3,312.28,1790.83,342.4,607.32,146.79,354.39,9822.0,40259.1,1049.22,405.77,2043.06,6297.68,403.86,186.32,7448.36,1524.79,342.91,657.6,242.49,866.03,424.23,723.41
885.72,565.33,656.88,545.31,328.83,476.68,960.24,2454.74,1594.55,3193.38,1899.04,12913.4,324.79,198.88,1036.67,392.09,799.17,483.94,442.35,185.68,2438.12,159.28,519.96,447.57,843.92,683.76,311.09,37586.69,313.24,1794.6,345.04,602.36,146.7,357.11,9802.39,40014.19,1049.52,404.97,2039.73,6234.8,400.22,186.48,7374.98,1509.92,343.02,654.46,241.23,853.28,425.66,721.18
886.77,557.14,658.2,547.98,326.93,473.74,961.55,2407.77,1610.47,3203.0,1910.27,12920.68,322.1,197.86,1019.59,387.44,786.95,483.3,437.88,187.49,2462.71,159.3,522.39,449.59,844.63,688.55,312.79,37287.72,314.29,1790.65,345.33,597.61,148.13,361.45,9809.44,39577.57,1048.57,404.27,2034.95,6196.76,402.16,186.61,7439.03,1522.0,345.87,657.94,239.25,841.33,428.71,726.07
874.36,559.99,663.37,562.9,326.0,478.24,935.25,2411.1,1591.85,3194.17,1921.43,12773.18,326.73,196.77,1005.74,383.19,786.93,486.88,442.18,186.49,2479.03,159.52,524.03,445.59,852.48,682.1,316.5,37435.92,310.17,1803.75,341.83,589.61,149.67,357.59,9769.12,39239.1,1034.57,408.62,2073.26,6187.88,401.77,187.64,7462.78,1518.7,344.92,659.32,237.15,830.74,427.34,732.47
871.96,576.54,659.78,582.23,320.14,482.4,935.09,2424.09,1601.46,3216.04,1937.06,12837.25,327.27,194.76,1013.19,381.73,780.86,487.73,438.58,185.7,2505.79,159.93,523.44,450.01,857.54,691.95,320.03,37703.17,309.52,1811.42,334.68,592.5,147.06,352.6,9965.58,39601.65,1031.49,403.52,2057.07,6106.79,406.22,188.36,7464.49,1510.31,348.46,658.85,237.03,835.35,431.49,735.04
878.11,574.92,667.29,588.6,310.11,484.5,930.4,2419.16,1593.06,3218.28,1933.16,12756.44,331.73,195.29,1004.55,380.46,783.04,485.5,441.75,184.62,2489.08,159.05,520.54,444.41,856.2,683.5,318.88,38373.32,307.71,1807.0,340.02,580.88,148.18,354.03,10035.41,39957.26,1041.15,408.37,2088.47,6103.82,403.95,185.65,7444.32,1523.98,351.06,660.08,232.19,839.42,429.42,736.36
888.68,571.92,678.4,600.73,308.71,487.56,934.53,2440.13,1575.31,3243.72,1960.79,12543.59,330.93,195.38,1016.54,382.51,791.13,486.81,442.38,184.76,2439.6,161.36,520.24,450.63,852.82,693.22,319.11,38507.64,305.42,1780.73,333.28,580.12,147.28,354.57,9922.18,39456.99,1048.66,408.45,2117.24,5994.67,403.69,189.29,7359.02,1499.7,350.51,658.5,236.52,830.16,435.17,733.85
898.89,576.52,682.75,599.43,305.04,495.6,920.97,2431.38,1575.81,3322.05,1949.35,12436.94,332.09,196.87,1020.58,382.31,784.71,486.4,445.38,183.14,2432.75,160.79,520.97,443.38,856.6,688.99,319.07,38032.21,308.95,1801.7,334.36,591.54,147.93,355.84,9888.87,40151.23,1040.78,413.65,2090.48,6056.1,406.34,191.15,7361.85,1522.32,350.36,652.75,240.08,835.39,440.64,722.44
908.46,575.12,690.65,599.6,305.89,492.85,901.16,2411.45,1580.8,3300.42,1939.84,12431.0,332.66,196.7,1027.98,376.74,791.03,482.33,447.29,183.98,2424.26,161.66,528.0,440.0,855.52,700.97,317.27,38207.05,308.69,1787.04,332.94,585.61,146.02,355.41,9811.56,39946.78,1050.4,418.06,2094.24,5975.4,400.13,187.87,7363.65,1539.23,354.81,657.21,236.95,828.28,443.49,725.6
881.85,571.77,696.96,610.93,301.58,491.56,913.34,2430.01,1563.59,3266.57,1927.16,12366.98,332.82,199.64,1021.93,375.52,788.81,478.99,449.38,182.49,2402.0,161.65,522.22,439.96,854.55,702.59,326.13,38208.21,302.89,1781.48,331.98,595.19,147.12,353.36,9633.13,38964.41,1057.22,414.86,2103.79,6015.41,402.05,185.95,7436.87,1570.84,354.19,647.81,237.7,834.71,452.24,728.43
867.98,569.19,700.29,620.5,300.37,499.37,911.55,2406.51,1571.29,3322.83,1984.99,12393.94,334.47,202.59,1028.65,373.97,800.3,483.61,451.23,184.34,2434.1,160.66,527.88,443.0,851.56,695.8,325.86,38365.83,307.46,1772.18,335.85,607.75,144.69,358.79,9518.24,39065.13,1059.06,406.38,2135.95,6025.43,395.72,187.06,7313.22,1558.17,356.5,637.24,236.02,833.35,456.62,740.21
863.74,574.2,687.78,623.01,299.82,492.65,911.09,2435.81,1562.98,3288.6,2008.9,12497.51,331.8,203.95,1021.23,375.2,806.3,485.23,451.45,186.83,2450.43,159.78,533.64,446.56,869.53,704.75,325.05,38840.23,308.28,1769.04,335.34,608.92,145.31,356.2,9694.59,39190.14,1062.14,398.01,2129.43,6034.34,392.86,186.16,7251.5,1573.75,354.88,639.78,235.22,833.65,452.39,739.89
863.41,578.57,683.24,627.17,301.49,496.72,911.64,2425.1,1570.89,3278.82,1982.72,12322.61,333.84,205.6,1022.16,370.53,830.33,482.03,447.38,189.33,2429.0,155.75,534.07,452.18,878.04,698.01,323.35,38899.91,311.11,1748.98,332.54,610.62,143.43,361.17,9666.45,39179.51,1050.02,395.21,2117.01,6009.31,392.94,185.57,7229.89,1582.45,348.05,640.35,235.85,829.25,457.04,751.49
876.52,573.51,676.14,624.33,304.97,498.6,923.64,2471.82,1564.87,3267.92,1985.04,12350.23,337.71,207.03,1010.85,375.48,834.63,476.16,448.9,185.71,2432.34,160.41,536.84,456.67,875.3,703.28,325.8,38929.91,315.31,1752.71,331.69,609.03,145.05,359.56,9697.84,39033.33,1047.57,395.48,2103.82,6028.79,396.12,187.93,7094.21,1564.23,345.79,641.76,236.16,828.2,456.31,759.19
871.9,575.3,665.18,633.8,309.4,500.64,914.27,2463.92,1580.13,3213.46,2023.28,12439.72,343.19,206.55,989.39,378.42,837.68,474.22,447.11,187.36,2418.24,160.25,535.73,456.18,864.76,705.15,320.37,38329.29,314.66,1756.02,333.23,613.1,145.17,356.29,9814.95,38897.68,1037.54,398.97,2091.03,6107.55,399.1,187.31,6999.11,1545.18,342.85,650.63,235.63,832.55,468.45,745.84
874.85,578.21,658.14,630.48,310.22,501.68,908.08,2441.82,1593.31,3195.17,2009.12,12482.29,340.39,205.86,997.34,374.69,837.85,468.21,449.42,188.61,2401.61,160.02,536.32,448.92,878.49,702.36,317.47,37693.69,316.74,1745.1,330.05,614.45,145.29,352.07,9960.97,39574.01,1020.03,399.33,2090.83,6095.26,404.18,186.34,7029.37,1560.24,342.5,645.53,235.14,836.41,470.97,748.35
884.18,586.88,669.7,640.93,308.96,508.75,903.91,2425.97,1595.99,3173.46,2025.64,12369.46,340.36,205.6,1011.63,381.5,842.98,461.13,443.71,190.48,2415.1,159.68,528.48,445.84,859.53,696.26,315.13,37366.81,314.64,1762.69,328.51,605.08,146.77,350.05,9745.88,39536.3,1007.15,398.84,2060.29,6025.92,396.24,185.98,6993.69,1562.17,343.76,642.15,235.02,836.09,469.46,747.16
865.51,593.42,679.09,655.23,313.19,509.86,896.31,2427.42,1598.65,3188.1,2014.59,12045.14,338.9,210.72,1000.72,380.99,841.01,463.71,441.5,192.88,2427.25,157.85,533.3,444.82,846.49,696.78,314.08,37436.69,320.11,1764.36,325.63,608.24,144.99,355.33,9628.54,40228.68,992.89,398.79,2075.1,5988.35,394.78,186.71,6990.22,1565.17,346.92,648.63,236.23,832.48,469.57,739.59
865.31,591.13,669.16,654.62,308.2,507.48,882.41,2443.05,1595.62,3183.57,1979.16,12140.75,340.03,209.9,998.19,377.82,833.83,464.47,448.17,191.73,2423.55,158.62,534.27,443.93,843.37,699.18,309.83,37514.46,328.72,1769.1,329.07,609.19,145.3,359.98,9529.7,40331.55,985.71,400.91,2074.91,6027.92,393.23,181.06,6973.25,1560.29,343.13,660.43,237.39,822.66,467.41,735.16
865.49,586.34,673.38,655.23,305.37,513.44,891.3,2465.64,1580.56,3156.58,1989.7,12329.55,339.05,211.53,986.05,377.52,841.8,460.18,444.56,192.88,2382.4,159.9,532.15,448.94,840.54,701.54,309.75,37744.2,329.1,1761.18,325.9,611.16,146.27,359.84,9331.87,40862.72,989.19,408.3,2066.48,6002.62,392.85,179.57,6926.49,1557.63,349.48,660.14,236.46,828.93,467.69,730.94
852.57,596.22,679.55,653.12,300.81,509.65,886.41,2504.38,1574.44,3120.18,1993.87,12173.46,342.22,212.03,976.59,379.06,840.44,458.47,443.22,192.53,2359.81,160.21,534.73,452.19,833.27,704.3,310.71,37808.48,322.79,1771.32,325.77,610.5,145.47,362.88,9426.5,40750.34,966.04,399.58,2054.73,6011.06,390.26,177.06,6898.42,1559.79,349.13,657.41,235.81,834.28,473.53,723.28
860.6,599.31,679.21,642.92,304.97,511.6,874.96,2513.12,1604.28,3108.76,2020.85,12103.17,343.32,210.14,962.18,378.58,821.83,454.32,443.57,191.62,2366.67,160.86,526.23,449.91,827.04,702.66,309.31,38165.27,322.82,1761.82,329.36,604.73,144.75,360.91,9458.67,40322.21,970.93,394.0,1990.69,6028.32,386.46,179.02,6951.56,1549.61,349.8,659.05,236.34,838.25,474.71,715.77
859.03,597.41,681.94,640.32,303.38,506.81,877.88,2537.47,1603.43,3092.13,1995.8,12045.82,344.96,208.67,962.33,378.79,823.1,450.12,437.47,190.61,2379.96,161.75,520.81,442.77,827.0,704.37,307.0,38004.81,321.02,1770.64,331.48,608.81,145.9,365.21,9489.15,40666.4,985.1,397.75,2001.72,6026.68,381.23,179.66,6893.41,1550.56,348.26,648.14,233.68,853.87,466.82,716.0
852.81,595.7,690.61,636.82,304.06,515.51,866.32,2572.59,1618.74,3110.35,2018.59,12178.36,343.46,209.54,963.32,379.08,837.11,453.19,439.24,192.04,2358.87,163.03,522.7,445.97,827.79,700.66,309.7,38117.82,321.47,1795.21,326.26,605.14,146.47,362.43,9427.03,40569.61,984.3,402.31,1988.16,6069.21,376.32,180.79,6931.6,1557.84,346.48,657.34,231.82,843.6,464.42,725.57
851.72,599.84,685.34,637.06,305.3,521.2,859.7,2542.38,1631.63,3083.66,2042.16,12004.2,340.44,210.65,956.43,373.81,839.89,443.31,441.91,191.35,2376.16,162.97,523.06,440.75,833.75,705.9,310.44,38248.45,318.66,1789.67,331.02,596.64,147.14,364.33,9488.5,40636.15,962.78,400.93,1981.07,6077.73,383.75,181.17,6923.45,1554.63,345.05,656.89,235.17,839.0,464.34,716.94
857.55,595.43,678.63,636.6,304.22,527.61,842.11,2570.71,1636.59,3159.19,2049.57,12109.13,337.38,212.98,975.0,374.54,830.8,432.38,439.15,186.68,2383.4,163.41,520.21,448.34,830.98,716.07,311.45,38042.42,317.4,1808.56,335.67,592.16,145.97,368.53,9621.36,40745.12,958.41,401.67,1974.92,6129.27,377.12,182.19,6983.21,1585.97,343.86,657.08,237.94,816.72,468.29,706.87
850.33,598.2,679.07,623.93,305.63,530.38,845.27,2573.67,1643.19,3144.61,2066.84,12226.49,335.52,213.11,970.59,375.32,834.8,431.14,441.99,186.95,2380.85,161.43,522.13,446.88,824.99,727.2,309.84,37942.75,319.9,1811.33,338.33,587.83,148.09,371.38,9570.84,40810.32,966.73,406.06,1971.4,6084.83,370.91,182.59,6974.63,1553.12,343.22,656.8,235.68,810.93,469.82,694.46
848.99,599.74,672.89,624.12,304.95,530.94,846.17,2586.34,1647.96,3154.47,2101.89,12358.2,337.43,213.08,985.01,369.12,834.39,437.23,447.16,186.29,2399.81,160.16,533.24,449.93,828.13,726.16,305.98,37853.26,322.54,1806.64,336.68,587.12,146.66,374.68,9737.52,40771.76,960.58,404.03,1994.09,6021.69,373.25,181.56,6886.73,1561.84,337.76,647.59,236.63,807.78,478.02,703.38
850.85,599.03,669.39,628.16,303.95,533.09,848.54,2629.23,1675.18,3150.23,2081.55,12382.31,346.6,209.5,987.98,372.85,834.23,434.95,446.29,187.26,2396.1,162.39,544.04,450.31,820.56,728.15,302.59,38113.53,326.92,1800.96,337.23,583.84,145.29,377.85,9809.33,41100.35,952.89,403.53,1973.28,5968.93,375.71,186.07,6869.72,1561.3,341.66,647.83,232.27,811.81,474.74,719.67
869.22,608.69,668.64,623.6,300.22,528.21,841.26,2587.16,1686.02,3120.71,2038.58,12461.84,350.93,207.79,977.97,366.62,804.59,434.65,456.16,186.12,2441.71,161.23,537.74,452.04,822.39,742.96,302.29,38427.62,328.26,1769.59,330.12,586.9,143.59,374.65,9891.1,41916.73,949.08,402.37,1994.74,6035.49,379.3,185.97,6933.19,1564.73,342.15,654.15,232.51,818.87,474.03,722.47
887.92,608.73,683.16,627.9,296.77,527.86,856.82,2600.08,1688.33,3113.38,2026.46,12461.58,354.64,207.76,974.41,371.84,812.77,426.2,457.32,184.31,2442.69,158.9,535.04,457.01,828.92,728.28,301.39,37875.97,323.58,1769.88,329.34,576.66,143.35,381.87,9847.69,42301.05,947.65,402.17,2002.77,6000.53,379.57,184.37,6946.29,1548.35,347.28,651.98,230.9,815.42,484.21,728.75
892.23,610.52,692.42,616.32,293.91,544.76,871.1,2614.17,1696.38,3110.13,2057.95,12364.14,352.84,204.62,961.93,370.7,809.32,432.77,459.65,187.19,2457.12,159.99,532.92,458.9,833.09,737.69,302.01,37905.97,322.12,1765.92,325.34,582.92,144.0,384.78,9912.32,42485.77,932.01,401.23,1980.43,6080.57,381.34,185.11,6982.72,1543.89,348.19,648.39,232.09,817.31,486.88,724.83
